Fecha,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,RH2M,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR
2020-11-06,4.0262,18.62,23.75,15.48,8.27,82.06,85.1,6.9386,0.0
2020-11-07,3.605,18.51,22.38,15.22,7.16,81.4,96.09,6.8114,0.0
2020-11-08,4.6884,18.77,22.3,15.75,6.55,76.03,81.63,6.8021,0.42
2020-11-09,4.5773,18.56,22.77,15.02,7.75,80.92,85.69,6.8686,0.33
2020-11-10,4.2166,17.9,21.55,15.34,6.21,84.9,93.38,6.637,22.36
2020-11-11,4.3046,17.84,21.13,15.74,5.39,89.07,91.05,7.0802,8.9
2020-11-12,3.6689,18.88,23.22,15.74,7.48,83.75,99.29,6.895,0.35
2020-11-13,4.2365,17.93,21.44,15.24,6.2,82.66,94.66,6.9869,0.01
2020-11-14,4.8557,17.9,21.52,15.27,6.25,82.72,88.36,6.9991,0.0
2020-11-15,4.4868,17.8,21.41,14.78,6.63,86.17,87.56,6.8954,10.46
2020-11-16,3.5244,17.51,21.71,14.25,7.46,85.54,98.83,6.8184,10.16
2020-11-17,3.2863,17.98,22.14,14.69,7.45,86.36,99.37,6.7318,0.99
2020-11-18,4.3087,17.96,22.28,14.18,8.1,83.45,92.24,6.8006,0.02
2020-11-19,4.3022,18.2,22.5,14.9,7.6,84.05,84.29,6.8532,1.72
2020-11-20,4.7057,18.87,23.3,15.52,7.78,83.86,90.48,6.851,3.94
2020-11-21,5.1374,18.73,22.1,15.93,6.17,83.03,75.91,6.863,4.26
2020-11-22,5.207,19.5,24.57,15.16,9.41,75.4,84.59,6.9463,0.43
2020-11-23,4.6843,19.16,23.29,16.33,6.96,79.52,78.93,6.8006,4.79
2020-11-24,5.0026,18.74,24.14,13.94,10.2,75.74,72.71,6.8035,1.41
2020-11-25,4.3445,19.31,24.13,15.53,8.6,80.09,82.11,6.7918,0.0
2020-11-26,3.9228,19.09,23.81,15.48,8.33,80.86,92.02,6.7262,0.01
2020-11-27,4.1645,18.23,21.52,15.36,6.16,84.03,98.2,6.6259,0.17
2020-11-28,4.3159,19.03,23.22,15.8,7.42,80.72,90.07,6.5429,0.09
2020-11-29,5.3494,18.86,23.67,14.79,8.88,77.12,70.72,6.7687,0.0
2020-11-30,4.9997,19.8,24.77,15.39,9.38,74.06,74.3,6.7738,0.24
2020-12-01,4.5667,19.18,23.43,15.15,8.28,78.96,90.97,6.81,0.16
2020-12-02,4.3346,19.42,24.38,15.3,9.08,77.86,88.5,6.7685,2.03
2020-12-03,4.3865,19.17,23.55,16.17,7.38,82.18,86.97,6.87,4.56
2020-12-04,5.5949,20.06,26.86,14.42,12.44,68.95,62.01,6.8736,0.39
2020-12-05,4.193,20.09,25.6,15.65,9.95,73.19,71.46,6.8765,0.62
2020-12-06,5.1893,19.33,24.04,15.44,8.6,79.26,61.34,6.8671,0.09
2020-12-07,4.8814,20.14,25.88,15.05,10.83,72.07,92.82,6.7157,0.01
2020-12-08,4.5478,20.01,25.36,15.62,9.74,72.26,96.25,6.7457,0.08
2020-12-09,3.8981,19.79,25.88,14.84,11.04,73.36,91.01,6.6629,0.04
2020-12-10,5.2728,19.67,25.47,15.08,10.39,72.69,63.67,6.9252,0.21
2020-12-11,5.4499,20.16,26.62,14.58,12.04,69.15,69.09,6.7862,0.1
2020-12-12,5.3388,19.94,26.92,14.58,12.34,65.33,59.97,6.641,0.0
2020-12-13,5.6808,18.92,26.58,12.86,13.72,60.15,49.17,6.9386,0.0
2020-12-14,5.309,19.83,26.92,11.88,15.04,63.6,70.25,6.8993,0.0
2020-12-15,4.7808,19.62,24.56,16.62,7.94,71.56,91.25,6.7841,0.0
2020-12-16,5.2265,19.5,24.66,15.64,9.02,73.69,75.2,6.8004,1.04
2020-12-17,4.417,19.72,24.43,16.3,8.13,75.91,82.69,6.7373,4.38
2020-12-18,4.8742,19.86,25.62,15.62,10.0,75.78,80.11,6.7685,5.09
2020-12-19,4.5523,19.69,24.72,16.15,8.57,71.1,74.81,6.8203,0.17
2020-12-20,4.9457,19.47,24.73,15.76,8.97,67.23,74.74,6.881,0.07
2020-12-21,5.4406,20.37,26.6,14.44,12.16,64.61,68.76,6.8921,0.1
2020-12-22,4.8602,19.68,24.41,16.29,8.12,70.46,83.65,6.7718,2.28
2020-12-23,5.1667,19.46,24.23,16.58,7.65,76.62,82.31,6.7339,3.29
2020-12-24,4.5504,20.21,25.4,15.15,10.25,72.06,75.19,6.7934,0.41
2020-12-25,4.643,18.73,23.21,15.83,7.38,80.26,86.45,6.7726,5.51
2020-12-26,4.638,17.5,20.97,14.43,6.54,86.24,92.59,6.9991,24.68
2020-12-27,3.9749,17.03,21.26,14.22,7.04,86.76,94.51,6.8165,16.33
2020-12-28,5.6062,17.63,21.57,14.16,7.41,84.08,65.08,6.8172,4.69
2020-12-29,5.1826,18.62,23.68,15.0,8.68,77.99,74.18,6.8825,0.98
2020-12-30,5.0052,18.07,22.42,14.5,7.92,86.25,74.45,6.78,17.51
2020-12-31,4.0558,18.03,21.93,15.7,6.23,88.95,90.96,6.6614,19.17
2021-01-01,4.0834,19.17,24.74,14.85,9.89,79.44,84.42,6.7198,4.03
2021-01-02,4.2845,19.64,24.25,16.21,8.04,77.8,83.89,6.7378,3.9
2021-01-03,4.3034,18.16,21.31,15.95,5.36,84.79,81.1,6.9024,11.61
2021-01-04,5.993,18.37,22.87,14.86,8.01,81.29,46.28,6.9552,12.97
2021-01-05,5.6376,17.87,22.67,14.65,8.02,78.17,66.34,7.0162,2.28
2021-01-06,5.2834,17.92,23.11,13.63,9.48,77.14,75.55,6.9374,1.89
2021-01-07,4.8053,18.81,23.03,15.42,7.61,75.35,80.25,6.8215,3.63
2021-01-08,3.8887,17.88,21.69,14.81,6.88,80.5,94.76,6.7169,0.94
2021-01-09,3.9948,17.77,23.1,13.81,9.29,77.95,89.4,6.6353,6.59
2021-01-10,4.0838,18.11,23.73,12.39,11.34,77.51,91.0,6.804,7.48
2021-01-11,3.8054,18.59,24.42,13.25,11.17,76.74,89.65,6.9574,3.22
2021-01-12,5.8428,18.97,24.95,14.86,10.09,69.89,56.8,7.0438,0.66
2021-01-13,5.6249,18.12,24.91,12.77,12.14,67.64,62.41,6.8568,0.51
2021-01-14,5.9395,19.5,26.34,13.55,12.79,66.3,52.61,7.0637,0.0
2021-01-15,5.7809,19.86,25.85,14.99,10.86,70.24,57.11,7.099,0.0
2021-01-16,6.0936,19.42,25.07,14.73,10.34,72.81,47.18,7.1218,0.0
2021-01-17,5.5003,18.93,25.0,14.34,10.66,72.37,50.87,7.0502,0.0
2021-01-18,5.8697,18.3,24.45,13.57,10.88,68.81,54.77,7.0822,0.0
2021-01-19,5.7881,18.66,26.45,11.74,14.71,63.4,52.02,7.183,0.0
2021-01-20,5.6076,18.74,26.4,12.21,14.19,62.49,82.26,7.1918,0.03
2021-01-21,4.8017,18.89,25.96,13.21,12.75,67.17,66.85,6.9854,8.45
2021-01-22,4.4208,19.13,25.14,13.94,11.2,76.23,73.26,6.9043,11.21
2021-01-23,3.7579,19.2,25.1,14.57,10.53,79.84,85.84,6.8129,8.73
2021-01-24,3.9744,19.55,25.93,14.37,11.56,74.68,81.16,6.8921,2.92
2021-01-25,3.9818,19.46,25.61,14.0,11.61,71.99,80.8,7.0702,2.51
2021-01-26,4.6922,19.24,24.88,13.53,11.35,72.86,87.05,6.9826,1.9
2021-01-27,5.5558,19.76,25.45,14.59,10.86,73.74,65.16,7.2641,6.33
2021-01-28,5.3227,19.52,26.04,14.81,11.23,72.23,77.8,7.2581,3.15
2021-01-29,6.2813,18.46,26.12,13.62,12.5,71.4,50.3,7.1573,0.0
2021-01-30,6.5362,18.11,25.82,10.89,14.93,66.3,38.06,7.4352,0.09
2021-01-31,6.5357,19.87,27.08,13.46,13.62,67.9,40.07,7.3438,0.11
2021-02-01,4.3445,20.34,26.2,14.94,11.26,72.59,89.58,7.0884,6.66
2021-02-02,4.6562,19.84,25.33,15.57,9.76,71.95,76.36,7.103,2.2
2021-02-03,5.3964,20.24,27.27,14.77,12.5,64.62,63.15,7.3284,0.26
2021-02-04,5.2277,20.64,26.93,15.14,11.79,68.06,66.45,7.0961,2.4
2021-02-05,4.4004,20.9,26.59,16.32,10.27,72.76,92.21,7.1563,3.36
2021-02-06,4.8127,18.45,21.33,15.45,5.88,80.98,89.16,7.0121,22.83
2021-02-07,5.5586,20.62,26.88,15.36,11.52,73.3,67.81,7.1659,0.48
2021-02-08,4.9349,19.94,25.88,15.7,10.18,74.29,94.2,7.2646,1.54
2021-02-09,4.1333,19.86,25.19,15.3,9.89,75.55,96.26,7.0493,1.65
2021-02-10,5.1943,19.0,22.78,16.16,6.62,79.87,86.75,7.2806,2.67
2021-02-11,5.9006,19.06,23.98,15.67,8.31,76.81,71.3,7.242,2.4
2021-02-12,4.1174,19.88,25.59,15.74,9.85,72.39,89.66,7.3997,0.46
2021-02-13,3.9854,20.02,26.15,15.03,11.12,70.06,90.65,7.1042,0.06
2021-02-14,4.6219,19.51,24.06,16.16,7.9,78.2,96.21,6.8918,0.03
2021-02-15,4.015,19.48,24.85,15.84,9.01,75.01,97.38,7.1578,20.33
2021-02-16,5.6141,18.53,25.25,15.12,10.13,72.18,89.03,7.2775,3.64
2021-02-17,5.3599,19.12,24.78,14.77,10.01,74.48,92.39,7.1815,0.01
2021-02-18,4.217,18.47,22.83,15.13,7.7,80.05,98.76,7.2701,0.16
2021-02-19,3.8782,17.8,22.04,15.4,6.64,79.63,98.78,7.2024,1.62
2021-02-20,4.3418,18.51,23.63,14.18,9.45,76.42,97.8,7.2487,1.87
2021-02-21,4.2953,18.55,23.51,14.75,8.76,76.65,96.29,7.3234,0.0
2021-02-22,3.0058,19.33,24.83,15.15,9.68,76.1,98.65,7.1465,0.13
2021-02-23,4.2468,20.0,25.5,15.16,10.34,70.59,89.97,7.2862,0.07
2021-02-24,3.672,20.46,25.33,15.84,9.49,72.45,90.38,7.1873,6.08
2021-02-25,3.8023,20.49,26.13,15.37,10.76,74.46,84.41,7.3483,2.6
2021-02-26,5.4655,20.83,27.03,16.27,10.76,71.99,64.44,7.392,0.83
2021-02-27,4.5043,19.7,25.57,15.32,10.25,76.92,95.14,7.3524,9.98
2021-02-28,4.4486,19.81,25.54,16.34,9.2,76.15,91.0,7.5742,4.06
2021-03-01,4.0334,18.15,21.61,16.24,5.37,85.54,96.53,7.3301,4.36
2021-03-02,3.4423,18.31,22.84,15.63,7.21,80.46,99.0,7.4434,9.49
2021-03-03,3.319,18.0,22.31,14.49,7.82,76.06,96.31,7.5694,1.84
2021-03-04,3.0089,17.53,22.1,14.44,7.66,78.58,96.68,7.3421,0.36
2021-03-05,3.1649,18.66,23.68,15.0,8.68,78.89,94.37,7.1208,0.0
2021-03-06,4.5998,19.91,25.3,15.18,10.12,72.78,84.39,6.9859,0.0
2021-03-07,3.4099,19.51,25.38,15.57,9.81,77.1,99.75,7.247,22.48
2021-03-08,3.415,19.41,25.75,15.35,10.4,73.87,95.65,7.2576,9.31
2021-03-09,5.9102,19.74,25.93,14.33,11.6,73.79,76.58,7.5689,0.25
2021-03-10,3.5544,17.85,20.24,16.07,4.17,87.62,97.76,7.5451,0.07
2021-03-11,3.2138,17.38,20.6,15.24,5.36,85.27,98.44,7.6548,0.02
2021-03-12,3.2921,17.71,21.79,14.54,7.25,83.26,97.07,7.3296,0.88
2021-03-13,4.0318,18.39,22.7,14.89,7.81,78.71,97.3,7.2958,4.47
2021-03-14,4.6577,17.82,21.72,14.93,6.79,83.64,85.53,7.3092,2.09
2021-03-15,3.8962,17.78,21.7,15.24,6.46,83.06,97.13,7.1902,0.95
2021-03-16,4.7983,18.26,22.44,15.34,7.1,81.57,93.87,7.693,0.2
2021-03-17,4.1153,18.72,24.14,15.14,9.0,80.95,97.82,7.5216,2.12
2021-03-18,3.3665,18.96,24.57,14.69,9.88,79.23,98.99,7.3246,0.33
2021-03-19,5.599,19.16,24.77,14.44,10.33,77.63,77.11,7.626,1.02
2021-03-20,5.4571,18.21,22.25,15.13,7.12,83.62,90.08,7.4364,2.78
2021-03-21,4.2996,19.21,24.74,15.48,9.26,75.5,88.38,7.3565,15.18
2021-03-22,3.0502,18.88,23.95,15.37,8.58,79.23,99.61,7.231,10.21
2021-03-23,4.4767,18.3,22.31,15.15,7.16,79.93,80.93,7.1434,0.0
2021-03-24,3.4397,17.99,21.63,15.46,6.17,84.61,95.29,7.1508,2.63
2021-03-25,5.0657,18.96,24.52,15.3,9.22,79.54,77.26,7.2588,0.87
2021-03-26,4.0423,19.24,24.18,15.07,9.11,77.76,96.12,7.3692,2.59
2021-03-27,3.6766,18.02,21.48,15.36,6.12,83.93,98.48,7.4455,1.11
2021-03-28,5.131,19.79,25.34,15.01,10.33,74.56,86.09,7.5142,14.71
2021-03-29,4.6788,20.03,25.27,15.96,9.31,73.13,78.49,7.5197,12.99
2021-03-30,4.6342,19.86,25.36,15.49,9.87,75.61,85.95,7.5658,2.03
2021-03-31,5.3962,19.8,24.68,16.19,8.49,78.73,93.18,7.5305,6.78
2021-04-01,4.9087,20.21,26.46,15.07,11.39,77.3,98.49,7.6001,2.4
2021-04-02,4.0913,19.58,23.73,15.72,8.01,77.25,97.48,7.435,8.64
2021-04-03,3.9377,19.15,23.21,16.02,7.19,79.61,94.37,7.1993,3.1
2021-04-04,4.0056,19.79,25.93,15.44,10.49,76.95,91.88,7.1213,0.18
2021-04-05,5.1302,19.67,24.69,16.03,8.66,76.73,88.98,7.4158,0.0
2021-04-06,3.629,18.32,21.61,15.14,6.47,80.49,90.2,7.4494,10.36
2021-04-07,4.0982,18.35,24.63,13.12,11.51,76.91,93.67,7.339,0.13
2021-04-08,4.8442,19.21,24.89,12.93,11.96,74.94,88.11,7.1952,0.01
2021-04-09,3.1903,18.82,22.07,16.21,5.86,79.92,98.93,7.0452,2.75
2021-04-10,5.1787,19.4,24.0,15.48,8.52,78.35,79.87,7.3975,0.32
2021-04-11,5.5906,19.43,25.03,15.17,9.86,75.8,80.3,7.4767,0.42
2021-04-12,2.1326,19.17,24.03,15.24,8.79,79.38,93.19,7.3687,40.87
2021-04-13,5.8843,19.06,25.35,13.26,12.09,77.98,92.2,7.5574,1.35
2021-04-14,4.5386,19.27,24.68,15.31,9.37,80.12,98.95,7.2979,0.21
2021-04-15,4.4268,19.07,24.23,14.21,10.02,79.09,94.99,7.1803,7.95
2021-04-16,5.5788,19.39,24.29,14.89,9.4,78.72,79.21,7.4273,4.04
2021-04-17,4.7407,19.53,24.58,15.79,8.79,79.83,92.51,7.5226,15.21
2021-04-18,4.3901,19.09,24.31,15.25,9.06,83.37,98.37,7.1652,22.56
2021-04-19,5.5162,19.22,24.17,15.87,8.3,76.05,78.17,7.1256,24.76
2021-04-20,6.5978,19.38,25.2,14.27,10.93,75.1,61.5,7.5331,4.21
2021-04-21,5.3004,19.55,24.87,15.3,9.57,75.71,84.09,7.3082,5.7
2021-04-22,6.2808,20.33,25.31,15.91,9.4,73.75,54.11,7.4628,2.18
2021-04-23,4.6906,19.52,24.81,16.24,8.57,78.66,83.01,7.272,0.11
2021-04-24,5.3354,20.04,24.92,16.3,8.62,80.31,80.34,7.3056,0.72
2021-04-25,4.6908,19.49,23.97,15.28,8.69,80.87,90.79,7.2377,2.8
2021-04-26,4.1354,20.28,25.78,15.84,9.94,76.23,95.84,7.2622,4.72
2021-04-27,2.982,18.77,21.91,16.51,5.4,85.21,99.72,7.2178,3.47
2021-04-28,5.4581,17.97,20.87,15.86,5.01,87.78,79.31,7.385,1.13
2021-04-29,4.4916,17.96,21.42,15.78,5.64,88.49,95.36,7.3294,3.81
2021-04-30,2.5056,16.99,19.97,14.64,5.33,88.59,98.93,7.1851,2.61
2021-05-01,5.6467,17.85,22.77,13.4,9.37,82.67,66.93,7.4354,0.28
2021-05-02,4.7446,17.1,19.22,15.61,3.61,87.48,92.51,7.3961,0.92
2021-05-03,4.8386,17.98,22.35,14.4,7.95,82.14,93.44,7.6994,0.04
2021-05-04,5.3542,18.37,22.98,15.29,7.69,83.69,81.65,7.3236,0.94
2021-05-05,4.3978,18.17,21.88,15.08,6.8,83.61,95.53,7.1988,0.18
2021-05-06,4.6109,18.32,21.59,15.21,6.38,81.69,91.26,7.2094,0.46
2021-05-07,5.37,18.12,21.41,15.89,5.52,82.44,81.87,7.2542,0.34
2021-05-08,4.4808,18.17,23.03,14.26,8.77,82.54,95.64,7.2091,0.94
2021-05-09,5.0395,19.01,24.57,15.1,9.47,79.62,84.42,7.1551,0.26
2021-05-10,3.8542,19.21,24.27,15.58,8.69,76.98,97.23,7.2449,0.06
2021-05-11,5.1924,18.81,23.64,14.52,9.12,74.72,77.56,7.1767,0.0
2021-05-12,5.3947,19.38,25.22,13.36,11.86,71.86,88.16,7.1566,0.0
2021-05-13,4.8487,19.7,25.42,14.83,10.59,74.06,92.46,7.1556,0.0
2021-05-14,4.7897,19.68,24.96,14.39,10.57,75.3,92.89,7.0495,1.18
2021-05-15,4.6195,20.22,25.59,16.16,9.43,78.64,93.92,7.1724,2.15
2021-05-16,5.0563,19.97,24.85,16.28,8.57,78.65,84.14,7.135,0.15
2021-05-17,3.9782,18.69,23.6,15.08,8.52,82.94,98.35,7.3164,7.93
2021-05-18,5.1444,18.39,23.73,13.27,10.46,80.05,81.15,7.1609,0.64
2021-05-19,6.3811,19.6,25.67,13.22,12.45,72.86,54.52,7.5065,0.0
2021-05-20,5.729,20.52,25.74,15.67,10.07,72.2,57.41,7.2869,0.0
2021-05-21,5.6227,20.73,25.78,16.3,9.48,72.17,84.58,7.2612,0.0
2021-05-22,4.291,20.56,25.6,17.18,8.42,73.01,97.71,7.1791,0.0
2021-05-23,4.1623,20.35,26.23,15.76,10.47,73.27,97.83,6.9977,6.26
2021-05-24,4.2718,20.05,25.86,14.72,11.14,74.8,94.54,6.9746,13.88
2021-05-25,4.5902,19.7,24.98,16.14,8.84,79.65,80.31,6.9547,2.78
2021-05-26,5.0798,19.1,24.75,14.86,9.89,74.31,91.96,7.1974,1.65
2021-05-27,3.7082,19.53,24.83,14.81,10.02,76.03,94.79,7.0661,0.12
2021-05-28,4.716,19.32,24.3,15.02,9.28,79.27,92.0,6.954,0.0
2021-05-29,3.9785,18.61,21.87,16.37,5.5,85.94,91.56,6.967,2.8
2021-05-30,4.3814,19.55,24.64,15.72,8.92,80.82,89.92,6.9727,4.29
2021-05-31,4.555,19.1,23.14,16.15,6.99,79.87,89.38,6.9799,5.6
2021-06-01,5.3962,19.11,25.06,13.4,11.66,73.33,81.31,7.0066,0.05
2021-06-02,5.8831,19.71,25.12,15.43,9.69,74.06,69.58,7.1647,0.0
2021-06-03,5.2147,19.71,24.98,15.61,9.37,79.92,90.18,7.0186,2.71
2021-06-04,4.4486,19.11,23.25,16.03,7.22,79.97,93.31,7.2079,1.09
2021-06-05,5.4214,19.02,23.8,14.1,9.7,76.08,81.48,6.8969,0.61
2021-06-06,3.7138,18.89,23.74,15.51,8.23,80.24,92.88,6.7781,9.44
2021-06-07,4.4026,19.02,24.32,14.47,9.85,76.15,91.75,6.9406,3.53
2021-06-08,2.8927,18.6,23.21,15.04,8.17,77.94,98.94,7.0855,1.46
2021-06-09,4.1414,18.31,22.31,15.03,7.28,80.45,96.89,7.0282,0.15
2021-06-10,3.1531,17.65,20.38,15.25,5.13,80.46,97.89,6.8326,0.0
2021-06-11,5.2318,19.22,25.07,14.09,10.98,76.48,71.69,6.8717,0.76
2021-06-12,4.723,18.8,23.11,16.17,6.94,81.04,86.35,6.7793,26.07
2021-06-13,4.1998,18.65,23.74,14.88,8.86,82.15,96.65,6.6478,16.24
2021-06-14,3.9905,18.39,22.56,15.06,7.5,83.64,98.16,6.7687,5.16
2021-06-15,4.5835,18.83,22.93,15.55,7.38,84.0,87.33,6.8849,24.02
2021-06-16,5.1938,17.65,21.22,14.32,6.9,85.47,72.09,6.9161,22.04
2021-06-17,5.2553,17.14,23.11,12.38,10.73,80.3,72.48,6.7202,6.97
2021-06-18,4.853,17.13,23.07,10.87,12.2,78.18,77.62,6.6686,11.6
2021-06-19,4.541,18.19,23.72,13.37,10.35,78.83,80.87,6.8374,15.66
2021-06-20,3.3701,17.77,23.15,13.42,9.73,77.14,98.0,6.9067,5.03
2021-06-21,5.8548,17.28,22.97,11.98,10.99,78.63,62.89,7.0807,6.2
2021-06-22,4.5494,17.36,22.99,11.84,11.15,81.0,80.12,6.8868,0.07
2021-06-23,4.8893,17.46,22.32,13.39,8.93,84.39,83.3,6.9593,23.14
2021-06-24,5.3664,17.9,23.08,13.11,9.97,77.12,73.23,6.9732,2.25
2021-06-25,4.1995,17.98,23.39,12.37,11.02,77.0,82.49,7.015,1.43
2021-06-26,4.5946,18.07,23.52,12.75,10.77,80.26,91.51,7.003,0.23
2021-06-27,4.5185,18.75,23.79,13.5,10.29,77.95,74.6,6.972,2.62
2021-06-28,5.0201,19.02,24.52,14.6,9.92,76.46,71.26,7.0262,1.69
2021-06-29,5.665,18.58,23.81,14.89,8.92,76.83,72.86,7.0884,0.72
2021-06-30,4.2415,17.37,22.72,12.96,9.76,78.35,96.3,6.8676,5.95
2021-07-01,4.6459,16.91,21.62,13.28,8.34,82.14,89.75,7.0207,1.01
2021-07-02,5.5097,17.53,23.04,12.05,10.99,78.23,61.27,6.9883,0.0
2021-07-03,5.5514,17.24,23.02,12.64,10.38,78.4,62.01,6.9334,1.34
2021-07-04,4.6382,16.66,22.36,11.99,10.37,75.71,79.67,7.0802,0.05
2021-07-05,4.6289,17.21,23.12,11.48,11.64,75.14,65.24,6.9482,0.07
2021-07-06,5.1394,18.2,24.24,12.2,12.04,74.54,70.75,7.1287,0.84
2021-07-07,5.1936,19.06,24.82,13.43,11.39,73.67,55.96,6.9982,0.06
2021-07-08,5.0563,19.59,24.87,15.07,9.8,73.24,80.89,7.001,2.05
2021-07-09,4.6586,19.2,24.1,14.76,9.34,76.3,96.16,6.9002,3.34
2021-07-10,4.9637,18.4,23.44,14.07,9.37,76.93,88.01,6.779,1.34
2021-07-11,4.3783,18.66,24.68,13.11,11.57,74.16,83.79,6.7877,0.17
2021-07-12,4.6205,18.66,23.68,14.35,9.33,75.7,81.25,6.9276,0.23
2021-07-13,3.7118,18.47,23.91,14.05,9.86,76.13,92.22,7.0018,2.42
2021-07-14,3.9571,18.51,24.86,12.06,12.8,71.85,94.04,6.8957,0.17
2021-07-15,5.8286,19.17,25.21,12.93,12.28,70.93,58.5,6.7565,0.03
2021-07-16,4.9558,19.22,24.9,14.51,10.39,72.44,83.98,7.0942,4.33
2021-07-17,4.6404,19.44,25.27,14.19,11.08,73.15,88.38,7.1518,2.09
2021-07-18,3.229,19.6,25.31,15.99,9.32,73.59,97.37,6.7903,12.5
2021-07-19,4.7059,18.55,23.61,14.94,8.67,75.7,81.92,7.1983,16.05
2021-07-20,5.0033,18.14,24.56,12.56,12.0,75.69,69.92,7.141,2.58
2021-07-21,4.073,18.77,24.54,13.86,10.68,76.45,94.19,6.8664,1.06
2021-07-22,4.3915,18.57,24.25,14.16,10.09,74.49,91.0,7.0697,0.12
2021-07-23,4.8019,18.81,24.77,13.78,10.99,74.6,97.37,6.9504,0.02
2021-07-24,3.912,18.38,22.51,14.69,7.82,79.66,99.27,6.7121,0.92
2021-07-25,3.126,18.54,23.47,14.33,9.14,78.62,96.18,6.8705,1.14
2021-07-26,4.5262,19.47,25.13,13.66,11.47,72.45,86.18,6.8844,0.22
2021-07-27,4.5317,19.43,23.83,15.12,8.71,72.91,90.83,7.0459,0.21
2021-07-28,4.1129,19.36,25.32,14.7,10.62,73.93,92.15,6.8645,2.81
2021-07-29,4.7261,19.05,25.1,13.51,11.59,73.61,83.08,6.9679,0.37
2021-07-30,4.6332,19.3,25.1,14.67,10.43,72.82,91.42,7.2163,0.01
2021-07-31,6.3564,19.48,24.93,14.79,10.14,72.23,55.37,7.1652,0.06
2021-08-01,4.4638,19.34,25.8,14.32,11.48,72.04,81.08,7.0589,0.0
2021-08-02,4.795,17.88,23.39,13.98,9.41,76.37,86.54,7.2252,10.16
2021-08-03,4.103,17.4,23.57,12.55,11.02,75.26,98.81,7.0452,2.66
2021-08-04,4.8029,17.83,23.86,12.55,11.31,71.71,89.8,6.9278,0.0
2021-08-05,4.4239,18.1,24.26,12.98,11.28,73.87,78.28,7.1287,1.9
2021-08-06,4.8732,18.25,24.11,12.24,11.87,74.81,66.84,7.1467,0.16
2021-08-07,5.046,19.81,25.74,13.83,11.91,70.25,89.44,7.0853,0.0
2021-08-08,4.6452,18.54,22.85,15.51,7.34,80.55,91.79,7.1808,0.0
2021-08-09,4.9058,19.69,25.78,14.27,11.51,73.72,87.42,7.1078,0.0
2021-08-10,5.1499,19.55,25.6,15.21,10.39,73.18,88.86,7.2288,9.28
2021-08-11,5.2354,19.06,25.88,13.04,12.84,72.51,90.48,7.3171,2.12
2021-08-12,4.6354,19.07,24.7,14.23,10.47,74.71,81.63,7.3392,10.57
2021-08-13,4.6344,18.87,24.62,13.78,10.84,75.65,93.38,7.2499,1.08
2021-08-14,4.0663,18.71,24.7,13.73,10.97,75.71,95.22,6.9972,4.79
2021-08-15,5.2375,18.44,22.75,13.95,8.8,78.2,85.11,7.2473,4.07
2021-08-16,4.1426,19.12,24.88,13.32,11.56,75.74,87.0,7.2079,5.47
2021-08-17,4.2022,19.63,24.83,15.25,9.58,73.89,92.61,7.212,1.58
2021-08-18,3.9202,19.56,24.65,14.31,10.34,75.6,89.48,7.1297,6.26
2021-08-19,4.2564,19.42,24.53,15.32,9.21,76.06,98.0,7.2204,0.7
2021-08-20,4.5259,19.34,24.4,15.31,9.09,74.74,85.16,7.2878,0.06
2021-08-21,4.8562,19.41,24.16,15.32,8.84,73.44,77.9,7.397,0.39
2021-08-22,4.8881,19.95,26.13,13.14,12.99,70.36,86.37,7.265,0.13
2021-08-23,5.418,20.03,25.73,15.46,10.27,73.67,90.2,7.4129,0.13
2021-08-24,4.4299,19.66,25.03,15.32,9.71,74.85,94.01,7.153,5.76
2021-08-25,4.4462,20.66,26.63,15.76,10.87,73.86,97.94,7.063,1.77
2021-08-26,4.7954,20.23,26.62,15.99,10.63,68.85,98.39,7.1371,1.2
2021-08-27,4.9399,19.41,25.7,14.11,11.59,70.12,93.04,7.3798,0.21
2021-08-28,5.3506,19.83,26.83,13.78,13.05,64.71,76.25,7.3217,0.03
2021-08-29,4.0987,19.15,24.36,15.17,9.19,71.73,95.12,7.0606,0.37
2021-08-30,4.565,18.89,24.93,13.38,11.55,70.01,90.56,7.3289,0.14
2021-08-31,4.4863,19.84,25.57,14.73,10.84,67.36,92.93,7.0831,0.12
2021-09-01,4.0097,19.55,24.84,15.5,9.34,73.52,85.4,7.3195,5.16
2021-09-02,6.0614,19.83,26.03,13.98,12.05,68.29,50.16,7.4827,0.09
2021-09-03,4.4518,19.59,24.84,15.2,9.64,72.67,85.97,7.3476,15.19
2021-09-04,5.3069,19.84,26.38,13.84,12.54,72.54,92.43,7.447,0.03
2021-09-05,5.3234,19.24,23.61,15.77,7.84,77.66,83.74,7.4208,18.43
2021-09-06,3.0634,18.15,22.03,15.76,6.27,81.35,99.03,7.3342,5.02
2021-09-07,4.9289,19.21,24.34,14.69,9.65,73.1,86.07,7.3066,0.43
2021-09-08,4.4861,19.99,25.52,14.04,11.48,70.87,87.67,7.4914,0.42
2021-09-09,5.2003,20.56,26.85,15.57,11.28,66.96,71.04,7.5204,0.06
2021-09-10,4.6838,19.33,25.83,13.35,12.48,68.14,90.38,7.4088,0.08
2021-09-11,4.8173,19.01,25.15,13.86,11.29,72.13,87.92,7.482,13.54
